Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q1,0.04,T1Q1,0.010,0.04599535344,1,1
T1Q1,0.04,T1Q2,0.013,0.04644328205,1,1
T1Q1,0.04,T1Q3,0.016,0.04738860124,0,2
T1Q1,0.04,T1Q4,0.019,0.04853166180,0,2
T1Q1,0.04,T1Q5,0.025,0.05103471391,0,2
T1Q1,0.04,T2Q1,0.020,0.04892878780,0,2
T1Q1,0.04,T2Q2,0.026,0.05147988128,0,2
T1Q1,0.04,T2Q3,0.032,0.05431784132,0,2
T1Q1,0.04,T2Q4,0.038,0.05744031832,0,2
T1Q1,0.04,T2Q5,0.050,0.06452955192,0,2
T1Q1,0.04,T3Q1,0.025,0.05103471391,0,2
T1Q1,0.04,T3Q2,0.032,0.05431784132,0,2
T1Q1,0.04,T3Q3,0.040,0.05854396756,0,2
T1Q1,0.04,T3Q4,0.047,0.06265242599,0,2
T1Q1,0.04,T3Q5,0.062,0.07272929028,0,2
T1Q2,0.05,T1Q1,0.010,0.04654503937,1,1
T1Q2,0.05,T1Q2,0.013,0.04699791291,1,1
T1Q2,0.05,T1Q3,0.016,0.04747031082,1,1
T1Q2,0.05,T1Q4,0.019,0.04853166180,0,2
T1Q2,0.05,T1Q5,0.025,0.05103471391,0,2
T1Q2,0.05,T2Q1,0.020,0.04892878780,0,2
T1Q2,0.05,T2Q2,0.026,0.05147988128,0,2
T1Q2,0.05,T2Q3,0.032,0.05431784132,0,2
T1Q2,0.05,T2Q4,0.038,0.05744031832,0,2
T1Q2,0.05,T2Q5,0.050,0.06452955192,0,2
T1Q2,0.05,T3Q1,0.025,0.05103471391,0,2
T1Q2,0.05,T3Q2,0.032,0.05431784132,0,2
T1Q2,0.05,T3Q3,0.040,0.05854396756,0,2
T1Q2,0.05,T3Q4,0.047,0.06265242599,0,2
T1Q2,0.05,T3Q5,0.062,0.07272929028,0,2
T1Q3,0.06,T1Q1,0.010,0.04709727435,1,1
T1Q3,0.06,T1Q2,0.013,0.04755510604,1,1
T1Q3,0.06,T1Q3,0.016,0.04803268603,1,1
T1Q3,0.06,T1Q4,0.019,0.04853166180,0,2
T1Q3,0.06,T1Q5,0.025,0.05103471391,0,2
T1Q3,0.06,T2Q1,0.020,0.04892878780,0,2
T1Q3,0.06,T2Q2,0.026,0.05147988128,0,2
T1Q3,0.06,T2Q3,0.032,0.05431784132,0,2
T1Q3,0.06,T2Q4,0.038,0.05744031832,0,2
T1Q3,0.06,T2Q5,0.050,0.06452955192,0,2
T1Q3,0.06,T3Q1,0.025,0.05103471391,0,2
