Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q1,0.04,T1Q1,0.010,0.07644248563,3,1
T1Q1,0.04,T1Q2,0.013,0.07713188071,3,1
T1Q1,0.04,T1Q3,0.016,0.07979099985,0,4
T1Q1,0.04,T1Q4,0.019,0.08348277607,0,4
T1Q1,0.04,T1Q5,0.025,0.09162658232,0,4
T1Q1,0.04,T2Q1,0.020,0.08476993929,0,4
T1Q1,0.04,T2Q2,0.026,0.09308154354,0,4
T1Q1,0.04,T2Q3,0.032,0.1023904204,0,4
T1Q1,0.04,T2Q4,0.038,0.1126805105,0,4
T1Q1,0.04,T2Q5,0.050,0.1361417989,0,4
T1Q1,0.04,T3Q1,0.025,0.09162658232,0,4
T1Q1,0.04,T3Q2,0.032,0.1023904204,0,4
T1Q1,0.04,T3Q3,0.040,0.1163258618,0,4
T1Q1,0.04,T3Q4,0.047,0.1299211325,0,4
T1Q1,0.04,T3Q5,0.062,0.1633436318,0,4
T1Q2,0.05,T1Q1,0.010,0.07904765811,3,1
T1Q2,0.05,T1Q2,0.013,0.07975838043,3,1
T1Q2,0.05,T1Q3,0.016,0.08048867421,3,1
T1Q2,0.05,T1Q4,0.019,0.08348277607,0,4
T1Q2,0.05,T1Q5,0.025,0.09162658232,0,4
T1Q2,0.05,T2Q1,0.020,0.08476993929,0,4
T1Q2,0.05,T2Q2,0.026,0.09308154354,0,4
T1Q2,0.05,T2Q3,0.032,0.1023904204,0,4
T1Q2,0.05,T2Q4,0.038,0.1126805105,0,4
T1Q2,0.05,T2Q5,0.050,0.1361417989,0,4
T1Q2,0.05,T3Q1,0.025,0.09162658232,0,4
T1Q2,0.05,T3Q2,0.032,0.1023904204,0,4
T1Q2,0.05,T3Q3,0.040,0.1163258618,0,4
T1Q2,0.05,T3Q4,0.047,0.1299211325,0,4
T1Q2,0.05,T3Q5,0.062,0.1633436318,0,4
T1Q3,0.06,T1Q1,0.010,0.08169011057,3,1
T1Q3,0.06,T1Q2,0.013,0.08242231949,3,1
T1Q3,0.06,T1Q3,0.016,0.08317471642,3,1
T1Q3,0.06,T1Q4,0.019,0.08394724987,3,1
T1Q3,0.06,T1Q5,0.025,0.09162658232,0,4
T1Q3,0.06,T2Q1,0.020,0.08476993929,0,4
T1Q3,0.06,T2Q2,0.026,0.09308154354,0,4
T1Q3,0.06,T2Q3,0.032,0.1023904204,0,4
T1Q3,0.06,T2Q4,0.038,0.1126805105,0,4
T1Q3,0.06,T2Q5,0.050,0.1361417989,0,4
T1Q3,0.06,T3Q1,0.025,0.09162658232,0,4
T1Q3,0.06,T3Q2,0.032,0.1023904204,0,4
T1Q3,0.06,T3Q3,0.040,0.1163258618,0,4
T1Q3,0.06,T3Q4,0.047,0.1299211325,0,4
T1Q3,0.06,T3Q5,0.062,0.1633436318,0,4
T1Q4,0.07,T1Q1,0.010,0.08437064899,3,1
T1Q4,0.07,T1Q2,0.013,0.08512450414,3,1
T1Q4,0.07,T1Q3,0.016,0.08589917054,3,1
T1Q4,0.07,T1Q4,0.019,0.08669459335,3,1
T1Q4,0.07,T1Q5,0.025,0.09162658232,0,4
T1Q4,0.07,T2Q1,0.020,0.08696433735,3,1
T1Q4,0.07,T2Q2,0.026,0.09308154354,0,4
T1Q4,0.07,T2Q3,0.032,0.1023904204,0,4
T1Q4,0.07,T2Q4,0.038,0.1126805105,0,4
T1Q4,0.07,T2Q5,0.050,0.1361417989,0,4
T1Q4,0.07,T3Q1,0.025,0.09162658232,0,4
T1Q4,0.07,T3Q2,0.032,0.1023904204,0,4
T1Q4,0.07,T3Q3,0.040,0.1163258618,0,4
T1Q4,0.07,T3Q4,0.047,0.1299211325,0,4
T1Q4,0.07,T3Q5,0.062,0.1633436318,0,4
T1Q5,0.10,T1Q1,0.010,0.09264919591,3,1
T1Q5,0.10,T1Q2,0.013,0.09346894924,3,1
T1Q5,0.10,T1Q3,0.016,0.09431142468,3,1
T1Q5,0.10,T1Q4,0.019,0.09517655648,3,1
T1Q5,0.10,T1Q5,0.025,0.09697452740,3,1
T1Q5,0.10,T2Q1,0.020,0.09546995712,3,1
T1Q5,0.10,T2Q2,0.026,0.09728293791,3,1
T1Q5,0.10,T2Q3,0.032,0.1023904204,0,4
T1Q5,0.10,T2Q4,0.038,0.1126805105,0,4
T1Q5,0.10,T2Q5,0.050,0.1361417989,0,4
T1Q5,0.10,T3Q1,0.025,0.09697452740,3,1
T1Q5,0.10,T3Q2,0.032,0.1023904204,0,4
T1Q5,0.10,T3Q3,0.040,0.1163258618,0,4
T1Q5,0.10,T3Q4,0.047,0.1299211325,0,4
T1Q5,0.10,T3Q5,0.062,0.1633436318,0,4
T2Q1,0.06,T1Q1,0.010,0.08169011057,3,1
T2Q1,0.06,T1Q2,0.013,0.08242231949,3,1
T2Q1,0.06,T1Q3,0.016,0.08317471642,3,1
T2Q1,0.06,T1Q4,0.019,0.08394724987,3,1
T2Q1,0.06,T1Q5,0.025,0.09162658232,0,4
T2Q1,0.06,T2Q1,0.020,0.08476993929,0,4
T2Q1,0.06,T2Q2,0.026,0.09308154354,0,4
T2Q1,0.06,T2Q3,0.032,0.1023904204,0,4
T2Q1,0.06,T2Q4,0.038,0.1126805105,0,4
T2Q1,0.06,T2Q5,0.050,0.1361417989,0,4
T2Q1,0.06,T3Q1,0.025,0.09162658232,0,4
T2Q1,0.06,T3Q2,0.032,0.1023904204,0,4
T2Q1,0.06,T3Q3,0.040,0.1163258618,0,4
T2Q1,0.06,T3Q4,0.047,0.1299211325,0,4
T2Q1,0.06,T3Q5,0.062,0.1633436318,0,4
T2Q2,0.07,T1Q1,0.010,0.08437064899,3,1
T2Q2,0.07,T1Q2,0.013,0.08512450414,3,1
T2Q2,0.07,T1Q3,0.016,0.08589917054,3,1
T2Q2,0.07,T1Q4,0.019,0.08669459335,3,1
T2Q2,0.07,T1Q5,0.025,0.09162658232,0,4
T2Q2,0.07,T2Q1,0.020,0.08696433735,3,1
T2Q2,0.07,T2Q2,0.026,0.09308154354,0,4
T2Q2,0.07,T2Q3,0.032,0.1023904204,0,4
T2Q2,0.07,T2Q4,0.038,0.1126805105,0,4
T2Q2,0.07,T2Q5,0.050,0.1361417989,0,4
T2Q2,0.07,T3Q1,0.025,0.09162658232,0,4
T2Q2,0.07,T3Q2,0.032,0.1023904204,0,4
T2Q2,0.07,T3Q3,0.040,0.1163258618,0,4
T2Q2,0.07,T3Q4,0.047,0.1299211325,0,4
T2Q2,0.07,T3Q5,0.062,0.1633436318,0,4
T2Q3,0.09,T1Q1,0.010,0.08984932542,3,1
T2Q3,0.09,T1Q2,0.013,0.09064695273,3,1
T2Q3,0.09,T1Q3,0.016,0.09146665818,3,1
T2Q3,0.09,T1Q4,0.019,0.09230837986,3,1
T2Q3,0.09,T1Q5,0.025,0.09405762508,3,1
T2Q3,0.09,T2Q1,0.020,0.09259383553,3,1
T2Q3,0.09,T2Q2,0.026,0.09435766927,3,1
T2Q3,0.09,T2Q3,0.032,0.1023904204,0,4
T2Q3,0.09,T2Q4,0.038,0.1126805105,0,4
T2Q3,0.09,T2Q5,0.050,0.1361417989,0,4
T2Q3,0.09,T3Q1,0.025,0.09405762508,3,1
T2Q3,0.09,T3Q2,0.032,0.1023904204,0,4
T2Q3,0.09,T3Q3,0.040,0.1163258618,0,4
T2Q3,0.09,T3Q4,0.047,0.1299211325,0,4
T2Q3,0.09,T3Q5,0.062,0.1633436318,0,4
T2Q4,0.11,T1Q1,0.010,0.09549061901,3,1
T2Q4,0.11,T1Q2,0.013,0.09633265824,3,1
T2Q4,0.11,T1Q3,0.016,0.09719807070,3,1
T2Q4,0.11,T1Q4,0.019,0.09808678671,3,1
T2Q4,0.11,T1Q5,0.025,0.09993385187,3,1
T2Q4,0.11,T2Q1,0.020,0.09838819191,3,1
T2Q4,0.11,T2Q2,0.026,0.1002506927,3,1
T2Q4,0.11,T2Q3,0.032,0.1024282676,1,3
T2Q4,0.11,T2Q4,0.038,0.1126805105,0,4
T2Q4,0.11,T2Q5,0.050,0.1361417989,0,4
T2Q4,0.11,T3Q1,0.025,0.09993385187,3,1
T2Q4,0.11,T3Q2,0.032,0.1024282676,1,3
T2Q4,0.11,T3Q3,0.040,0.1163258618,0,4
T2Q4,0.11,T3Q4,0.047,0.1299211325,0,4
T2Q4,0.11,T3Q5,0.062,0.1633436318,0,4
T2Q5,0.15,T1Q1,0.010,0.1072909041,3,1
T2Q5,0.15,T1Q2,0.013,0.1082236797,3,1
T2Q5,0.15,T1Q3,0.016,0.1091825076,3,1
T2Q5,0.15,T1Q4,0.019,0.1101673006,3,1
T2Q5,0.15,T1Q5,0.025,0.1122144347,3,1
T2Q5,0.15,T2Q1,0.020,0.1105013199,3,1
T2Q5,0.15,T2Q2,0.026,0.1125656389,3,1
T2Q5,0.15,T2Q3,0.032,0.1147326663,3,1
T2Q5,0.15,T2Q4,0.038,0.1170017191,3,1
T2Q5,0.15,T2Q5,0.050,0.1361417989,0,4
T2Q5,0.15,T3Q1,0.025,0.1122144347,3,1
T2Q5,0.15,T3Q2,0.032,0.1147326663,3,1
T2Q5,0.15,T3Q3,0.040,0.1177806251,3,1
T2Q5,0.15,T3Q4,0.047,0.1299211325,0,4
