Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q1,0.04,T1Q1,0.010,0.1034237151,0,4
T1Q1,0.04,T1Q2,0.013,0.1175503948,0,4
T1Q1,0.04,T1Q3,0.016,0.1315842161,0,4
T1Q1,0.04,T2Q1,0.020,0.1501531071,0,4
T1Q1,0.04,T2Q2,0.026,0.1777046051,0,4
T1Q1,0.04,T2Q3,0.032,0.2049001363,0,4
T1Q2,0.05,T1Q1,0.010,0.1034237151,0,4
T1Q2,0.05,T1Q2,0.013,0.1175503948,0,4
T1Q2,0.05,T1Q3,0.016,0.1315842161,0,4
T1Q2,0.05,T2Q1,0.020,0.1501531071,0,4
T1Q2,0.05,T2Q2,0.026,0.1777046051,0,4
T1Q2,0.05,T2Q3,0.032,0.2049001363,0,4
T1Q3,0.06,T1Q1,0.010,0.1034237151,0,4
T1Q3,0.06,T1Q2,0.013,0.1175503948,0,4
T1Q3,0.06,T1Q3,0.016,0.1315842161,0,4
T1Q3,0.06,T2Q1,0.020,0.1501531071,0,4
T1Q3,0.06,T2Q2,0.026,0.1777046051,0,4
T1Q3,0.06,T2Q3,0.032,0.2049001363,0,4
T2Q1,0.06,T1Q1,0.010,0.1034237151,0,4
T2Q1,0.06,T1Q2,0.013,0.1175503948,0,4
T2Q1,0.06,T1Q3,0.016,0.1315842161,0,4
T2Q1,0.06,T2Q1,0.020,0.1501531071,0,4
T2Q1,0.06,T2Q2,0.026,0.1777046051,0,4
T2Q1,0.06,T2Q3,0.032,0.2049001363,0,4
T2Q2,0.07,T1Q1,0.010,0.1034237151,0,4
T2Q2,0.07,T1Q2,0.013,0.1175503948,0,4
T2Q2,0.07,T1Q3,0.016,0.1315842161,0,4
T2Q2,0.07,T2Q1,0.020,0.1501531071,0,4
T2Q2,0.07,T2Q2,0.026,0.1777046051,0,4
T2Q2,0.07,T2Q3,0.032,0.2049001363,0,4
T2Q3,0.09,T1Q1,0.010,0.1034237151,0,4
T2Q3,0.09,T1Q2,0.013,0.1175503948,0,4
T2Q3,0.09,T1Q3,0.016,0.1315842161,0,4
T2Q3,0.09,T2Q1,0.020,0.1501531071,0,4
T2Q3,0.09,T2Q2,0.026,0.1777046051,0,4
T2Q3,0.09,T2Q3,0.032,0.2049001363,0,4
