Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q1,0.04,T1Q1,0.010,0.001040703029,0,4
T1Q1,0.04,T1Q2,0.013,0.001135696023,0,4
T1Q1,0.04,T1Q3,0.016,0.001245098874,0,4
T1Q1,0.04,T2Q1,0.020,0.001419469890,0,4
T1Q1,0.04,T2Q2,0.026,0.001762377040,0,4
T1Q1,0.04,T2Q3,0.032,0.002238549735,0,4
T1Q2,0.05,T1Q1,0.010,0.001040703029,0,4
T1Q2,0.05,T1Q2,0.013,0.001135696023,0,4
T1Q2,0.05,T1Q3,0.016,0.001245098874,0,4
T1Q2,0.05,T2Q1,0.020,0.001419469890,0,4
T1Q2,0.05,T2Q2,0.026,0.001762377040,0,4
T1Q2,0.05,T2Q3,0.032,0.002238549735,0,4
T1Q3,0.06,T1Q1,0.010,0.001053101473,3,1
T1Q3,0.06,T1Q2,0.013,0.001135696023,0,4
T1Q3,0.06,T1Q3,0.016,0.001245098874,0,4
T1Q3,0.06,T2Q1,0.020,0.001419469890,0,4
T1Q3,0.06,T2Q2,0.026,0.001762377040,0,4
T1Q3,0.06,T2Q3,0.032,0.002238549735,0,4
T2Q1,0.06,T1Q1,0.010,0.001053101473,3,1
T2Q1,0.06,T1Q2,0.013,0.001135696023,0,4
T2Q1,0.06,T1Q3,0.016,0.001245098874,0,4
T2Q1,0.06,T2Q1,0.020,0.001419469890,0,4
T2Q1,0.06,T2Q2,0.026,0.001762377040,0,4
T2Q1,0.06,T2Q3,0.032,0.002238549735,0,4
T2Q2,0.07,T1Q1,0.010,0.001089338170,3,1
T2Q2,0.07,T1Q2,0.013,0.001135696023,0,4
T2Q2,0.07,T1Q3,0.016,0.001245098874,0,4
T2Q2,0.07,T2Q1,0.020,0.001419469890,0,4
T2Q2,0.07,T2Q2,0.026,0.001762377040,0,4
T2Q2,0.07,T2Q3,0.032,0.002238549735,0,4
T2Q3,0.09,T1Q1,0.010,0.001163750801,3,1
T2Q3,0.09,T1Q2,0.013,0.001186722775,3,1
T2Q3,0.09,T1Q3,0.016,0.001245098874,0,4
T2Q3,0.09,T2Q1,0.020,0.001419469890,0,4
T2Q3,0.09,T2Q2,0.026,0.001762377040,0,4
T2Q3,0.09,T2Q3,0.032,0.002238549735,0,4
