Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q1,0.04,T1Q1,0.010,0.1940648184,0,4
T1Q1,0.04,T1Q2,0.013,0.2063238644,0,4
T1Q1,0.04,T1Q3,0.016,0.2185157857,0,4
T1Q1,0.04,T1Q4,0.019,0.2306411324,0,4
T1Q1,0.04,T1Q5,0.025,0.2546942705,0,4
T1Q1,0.04,T2Q1,0.020,0.2346682143,0,4
T1Q1,0.04,T2Q2,0.026,0.2586777496,0,4
T1Q1,0.04,T2Q3,0.032,0.2824281394,0,4
T1Q1,0.04,T2Q4,0.038,0.3059235571,0,4
T1Q1,0.04,T2Q5,0.050,0.3521657250,0,4
T1Q1,0.04,T3Q1,0.025,0.2546942705,0,4
T1Q1,0.04,T3Q2,0.032,0.2824281394,0,4
T1Q1,0.04,T3Q3,0.040,0.3136994110,0,4
T1Q1,0.04,T3Q4,0.047,0.3406975208,0,4
T1Q1,0.04,T3Q5,0.062,0.3974358974,0,4
T1Q2,0.05,T1Q1,0.010,0.1952401497,2,2
T1Q2,0.05,T1Q2,0.013,0.2063238644,0,4
T1Q2,0.05,T1Q3,0.016,0.2185157857,0,4
T1Q2,0.05,T1Q4,0.019,0.2306411324,0,4
T1Q2,0.05,T1Q5,0.025,0.2546942705,0,4
T1Q2,0.05,T2Q1,0.020,0.2346682143,0,4
T1Q2,0.05,T2Q2,0.026,0.2586777496,0,4
T1Q2,0.05,T2Q3,0.032,0.2824281394,0,4
T1Q2,0.05,T2Q4,0.038,0.3059235571,0,4
T1Q2,0.05,T2Q5,0.050,0.3521657250,0,4
T1Q2,0.05,T3Q1,0.025,0.2546942705,0,4
T1Q2,0.05,T3Q2,0.032,0.2824281394,0,4
T1Q2,0.05,T3Q3,0.040,0.3136994110,0,4
T1Q2,0.05,T3Q4,0.047,0.3406975208,0,4
T1Q2,0.05,T3Q5,0.062,0.3974358974,0,4
T1Q3,0.06,T1Q1,0.010,0.2007446643,3,1
T1Q3,0.06,T1Q2,0.013,0.2073661293,1,3
T1Q3,0.06,T1Q3,0.016,0.2185157857,0,4
T1Q3,0.06,T1Q4,0.019,0.2306411324,0,4
T1Q3,0.06,T1Q5,0.025,0.2546942705,0,4
T1Q3,0.06,T2Q1,0.020,0.2346682143,0,4
T1Q3,0.06,T2Q2,0.026,0.2586777496,0,4
T1Q3,0.06,T2Q3,0.032,0.2824281394,0,4
T1Q3,0.06,T2Q4,0.038,0.3059235571,0,4
T1Q3,0.06,T2Q5,0.050,0.3521657250,0,4
T1Q3,0.06,T3Q1,0.025,0.2546942705,0,4
T1Q3,0.06,T3Q2,0.032,0.2824281394,0,4
T1Q3,0.06,T3Q3,0.040,0.3136994110,0,4
T1Q3,0.06,T3Q4,0.047,0.3406975208,0,4
T1Q3,0.06,T3Q5,0.062,0.3974358974,0,4
T1Q4,0.07,T1Q1,0.010,0.2073317993,3,1
T1Q4,0.07,T1Q2,0.013,0.2114681193,2,2
T1Q4,0.07,T1Q3,0.016,0.2197554846,1,3
T1Q4,0.07,T1Q4,0.019,0.2306411324,0,4
T1Q4,0.07,T1Q5,0.025,0.2546942705,0,4
T1Q4,0.07,T2Q1,0.020,0.2346682143,0,4
T1Q4,0.07,T2Q2,0.026,0.2586777496,0,4
T1Q4,0.07,T2Q3,0.032,0.2824281394,0,4
T1Q4,0.07,T2Q4,0.038,0.3059235571,0,4
T1Q4,0.07,T2Q5,0.050,0.3521657250,0,4
T1Q4,0.07,T3Q1,0.025,0.2546942705,0,4
T1Q4,0.07,T3Q2,0.032,0.2824281394,0,4
T1Q4,0.07,T3Q3,0.040,0.3136994110,0,4
T1Q4,0.07,T3Q4,0.047,0.3406975208,0,4
T1Q4,0.07,T3Q5,0.062,0.3974358974,0,4
T1Q5,0.10,T1Q1,0.010,0.2276754384,3,1
T1Q5,0.10,T1Q2,0.013,0.2319579450,3,1
T1Q5,0.10,T1Q3,0.016,0.2362321833,3,1
T1Q5,0.10,T1Q4,0.019,0.2410627802,2,2
T1Q5,0.10,T1Q5,0.025,0.2580282177,1,3
T1Q5,0.10,T2Q1,0.020,0.2436075484,2,2
T1Q5,0.10,T2Q2,0.026,0.2614022654,1,3
