Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q1,0.04,T1Q1,0.010,0.002373137179,0,2
T1Q1,0.04,T1Q2,0.013,0.002482832346,0,2
T1Q1,0.04,T1Q3,0.016,0.002603595221,0,2
T1Q1,0.04,T2Q1,0.020,0.002784382709,0,2
T1Q1,0.04,T2Q2,0.026,0.003104980738,0,2
T1Q1,0.04,T2Q3,0.032,0.003495185539,0,2
T1Q2,0.05,T1Q1,0.010,0.002373137179,0,2
T1Q2,0.05,T1Q2,0.013,0.002482832346,0,2
T1Q2,0.05,T1Q3,0.016,0.002603595221,0,2
T1Q2,0.05,T2Q1,0.020,0.002784382709,0,2
T1Q2,0.05,T2Q2,0.026,0.003104980738,0,2
T1Q2,0.05,T2Q3,0.032,0.003495185539,0,2
T1Q3,0.06,T1Q1,0.010,0.002382859977,1,1
T1Q3,0.06,T1Q2,0.013,0.002482832346,0,2
T1Q3,0.06,T1Q3,0.016,0.002603595221,0,2
T1Q3,0.06,T2Q1,0.020,0.002784382709,0,2
T1Q3,0.06,T2Q2,0.026,0.003104980738,0,2
T1Q3,0.06,T2Q3,0.032,0.003495185539,0,2
T2Q1,0.06,T1Q1,0.010,0.002382859977,1,1
T2Q1,0.06,T1Q2,0.013,0.002482832346,0,2
T2Q1,0.06,T1Q3,0.016,0.002603595221,0,2
T2Q1,0.06,T2Q1,0.020,0.002784382709,0,2
T2Q1,0.06,T2Q2,0.026,0.003104980738,0,2
T2Q1,0.06,T2Q3,0.032,0.003495185539,0,2
T2Q2,0.07,T1Q1,0.010,0.002412089742,1,1
T2Q2,0.07,T1Q2,0.013,0.002482832346,0,2
T2Q2,0.07,T1Q3,0.016,0.002603595221,0,2
T2Q2,0.07,T2Q1,0.020,0.002784382709,0,2
T2Q2,0.07,T2Q2,0.026,0.003104980738,0,2
T2Q2,0.07,T2Q3,0.032,0.003495185539,0,2
T2Q3,0.09,T1Q1,0.010,0.002471044202,1,1
T2Q3,0.09,T1Q2,0.013,0.002522547500,1,1
T2Q3,0.09,T1Q3,0.016,0.002603595221,0,2
T2Q3,0.09,T2Q1,0.020,0.002784382709,0,2
T2Q3,0.09,T2Q2,0.026,0.003104980738,0,2
T2Q3,0.09,T2Q3,0.032,0.003495185539,0,2
