Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q1,0.04,T1Q1,0.010,0.1362410513,0,2
T1Q1,0.04,T1Q2,0.013,0.1427147908,0,2
T1Q1,0.04,T1Q3,0.016,0.1491706764,0,2
T1Q1,0.04,T1Q4,0.019,0.1556087818,0,2
T1Q1,0.04,T1Q5,0.025,0.1684319455,0,2
T1Q1,0.04,T2Q1,0.020,0.1577508785,0,2
T1Q1,0.04,T2Q2,0.026,0.1705622944,0,2
T1Q1,0.04,T2Q3,0.032,0.1833035610,0,2
T1Q1,0.04,T2Q4,0.038,0.1959752532,0,2
T1Q1,0.04,T2Q5,0.050,0.2211121811,0,2
T1Q1,0.04,T3Q1,0.025,0.1684319455,0,2
T1Q1,0.04,T3Q2,0.032,0.1833035610,0,2
T1Q1,0.04,T3Q3,0.040,0.2001837880,0,2
T1Q1,0.04,T3Q4,0.047,0.2148535807,0,2
T1Q1,0.04,T3Q5,0.062,0.2459775510,0,2
T1Q2,0.05,T1Q1,0.010,0.1362410513,0,2
T1Q2,0.05,T1Q2,0.013,0.1427147908,0,2
T1Q2,0.05,T1Q3,0.016,0.1491706764,0,2
T1Q2,0.05,T1Q4,0.019,0.1556087818,0,2
T1Q2,0.05,T1Q5,0.025,0.1684319455,0,2
T1Q2,0.05,T2Q1,0.020,0.1577508785,0,2
T1Q2,0.05,T2Q2,0.026,0.1705622944,0,2
T1Q2,0.05,T2Q3,0.032,0.1833035610,0,2
T1Q2,0.05,T2Q4,0.038,0.1959752532,0,2
T1Q2,0.05,T2Q5,0.050,0.2211121811,0,2
T1Q2,0.05,T3Q1,0.025,0.1684319455,0,2
T1Q2,0.05,T3Q2,0.032,0.1833035610,0,2
T1Q2,0.05,T3Q3,0.040,0.2001837880,0,2
T1Q2,0.05,T3Q4,0.047,0.2148535807,0,2
T1Q2,0.05,T3Q5,0.062,0.2459775510,0,2
T1Q3,0.06,T1Q1,0.010,0.1362410513,0,2
T1Q3,0.06,T1Q2,0.013,0.1427147908,0,2
T1Q3,0.06,T1Q3,0.016,0.1491706764,0,2
T1Q3,0.06,T1Q4,0.019,0.1556087818,0,2
T1Q3,0.06,T1Q5,0.025,0.1684319455,0,2
T1Q3,0.06,T2Q1,0.020,0.1577508785,0,2
T1Q3,0.06,T2Q2,0.026,0.1705622944,0,2
T1Q3,0.06,T2Q3,0.032,0.1833035610,0,2
T1Q3,0.06,T2Q4,0.038,0.1959752532,0,2
T1Q3,0.06,T2Q5,0.050,0.2211121811,0,2
T1Q3,0.06,T3Q1,0.025,0.1684319455,0,2
T1Q3,0.06,T3Q2,0.032,0.1833035610,0,2
T1Q3,0.06,T3Q3,0.040,0.2001837880,0,2
T1Q3,0.06,T3Q4,0.047,0.2148535807,0,2
T1Q3,0.06,T3Q5,0.062,0.2459775510,0,2
T1Q4,0.07,T1Q1,0.010,0.1363734554,1,1
T1Q4,0.07,T1Q2,0.013,0.1427147908,0,2
T1Q4,0.07,T1Q3,0.016,0.1491706764,0,2
T1Q4,0.07,T1Q4,0.019,0.1556087818,0,2
T1Q4,0.07,T1Q5,0.025,0.1684319455,0,2
T1Q4,0.07,T2Q1,0.020,0.1577508785,0,2
T1Q4,0.07,T2Q2,0.026,0.1705622944,0,2
T1Q4,0.07,T2Q3,0.032,0.1833035610,0,2
T1Q4,0.07,T2Q4,0.038,0.1959752532,0,2
T1Q4,0.07,T2Q5,0.050,0.2211121811,0,2
T1Q4,0.07,T3Q1,0.025,0.1684319455,0,2
T1Q4,0.07,T3Q2,0.032,0.1833035610,0,2
T1Q4,0.07,T3Q3,0.040,0.2001837880,0,2
T1Q4,0.07,T3Q4,0.047,0.2148535807,0,2
T1Q4,0.07,T3Q5,0.062,0.2459775510,0,2
T1Q5,0.10,T1Q1,0.010,0.1411813376,1,1
T1Q5,0.10,T1Q2,0.013,0.1448319890,1,1
T1Q5,0.10,T1Q3,0.016,0.1491706764,0,2
T1Q5,0.10,T1Q4,0.019,0.1556087818,0,2
T1Q5,0.10,T1Q5,0.025,0.1684319455,0,2
T1Q5,0.10,T2Q1,0.020,0.1577508785,0,2
T1Q5,0.10,T2Q2,0.026,0.1705622944,0,2
T1Q5,0.10,T2Q3,0.032,0.1833035610,0,2
T1Q5,0.10,T2Q4,0.038,0.1959752532,0,2
T1Q5,0.10,T2Q5,0.050,0.2211121811,0,2
T1Q5,0.10,T3Q1,0.025,0.1684319455,0,2
T1Q5,0.10,T3Q2,0.032,0.1833035610,0,2
T1Q5,0.10,T3Q3,0.040,0.2001837880,0,2
T1Q5,0.10,T3Q4,0.047,0.2148535807,0,2
T1Q5,0.10,T3Q5,0.062,0.2459775510,0,2
T2Q1,0.06,T1Q1,0.010,0.1362410513,0,2
T2Q1,0.06,T1Q2,0.013,0.1427147908,0,2
T2Q1,0.06,T1Q3,0.016,0.1491706764,0,2
T2Q1,0.06,T1Q4,0.019,0.1556087818,0,2
T2Q1,0.06,T1Q5,0.025,0.1684319455,0,2
T2Q1,0.06,T2Q1,0.020,0.1577508785,0,2
T2Q1,0.06,T2Q2,0.026,0.1705622944,0,2
T2Q1,0.06,T2Q3,0.032,0.1833035610,0,2
T2Q1,0.06,T2Q4,0.038,0.1959752532,0,2
T2Q1,0.06,T2Q5,0.050,0.2211121811,0,2
T2Q1,0.06,T3Q1,0.025,0.1684319455,0,2
T2Q1,0.06,T3Q2,0.032,0.1833035610,0,2
T2Q1,0.06,T3Q3,0.040,0.2001837880,0,2
T2Q1,0.06,T3Q4,0.047,0.2148535807,0,2
T2Q1,0.06,T3Q5,0.062,0.2459775510,0,2
T2Q2,0.07,T1Q1,0.010,0.1363734554,1,1
T2Q2,0.07,T1Q2,0.013,0.1427147908,0,2
T2Q2,0.07,T1Q3,0.016,0.1491706764,0,2
T2Q2,0.07,T1Q4,0.019,0.1556087818,0,2
T2Q2,0.07,T1Q5,0.025,0.1684319455,0,2
T2Q2,0.07,T2Q1,0.020,0.1577508785,0,2
T2Q2,0.07,T2Q2,0.026,0.1705622944,0,2
T2Q2,0.07,T2Q3,0.032,0.1833035610,0,2
T2Q2,0.07,T2Q4,0.038,0.1959752532,0,2
T2Q2,0.07,T2Q5,0.050,0.2211121811,0,2
T2Q2,0.07,T3Q1,0.025,0.1684319455,0,2
T2Q2,0.07,T3Q2,0.032,0.1833035610,0,2
T2Q2,0.07,T3Q3,0.040,0.2001837880,0,2
T2Q2,0.07,T3Q4,0.047,0.2148535807,0,2
T2Q2,0.07,T3Q5,0.062,0.2459775510,0,2
T2Q3,0.09,T1Q1,0.010,0.1395712263,1,1
T2Q3,0.09,T1Q2,0.013,0.1431815165,1,1
T2Q3,0.09,T1Q3,0.016,0.1491706764,0,2
T2Q3,0.09,T1Q4,0.019,0.1556087818,0,2
T2Q3,0.09,T1Q5,0.025,0.1684319455,0,2
T2Q3,0.09,T2Q1,0.020,0.1577508785,0,2
T2Q3,0.09,T2Q2,0.026,0.1705622944,0,2
T2Q3,0.09,T2Q3,0.032,0.1833035610,0,2
T2Q3,0.09,T2Q4,0.038,0.1959752532,0,2
T2Q3,0.09,T2Q5,0.050,0.2211121811,0,2
T2Q3,0.09,T3Q1,0.025,0.1684319455,0,2
T2Q3,0.09,T3Q2,0.032,0.1833035610,0,2
T2Q3,0.09,T3Q3,0.040,0.2001837880,0,2
T2Q3,0.09,T3Q4,0.047,0.2148535807,0,2
T2Q3,0.09,T3Q5,0.062,0.2459775510,0,2
T2Q4,0.11,T1Q1,0.010,0.1427990030,1,1
T2Q4,0.11,T1Q2,0.013,0.1464901754,1,1
T2Q4,0.11,T1Q3,0.016,0.1501755319,1,1
T2Q4,0.11,T1Q4,0.019,0.1556087818,0,2
T2Q4,0.11,T1Q5,0.025,0.1684319455,0,2
T2Q4,0.11,T2Q1,0.020,0.1577508785,0,2
T2Q4,0.11,T2Q2,0.026,0.1705622944,0,2
T2Q4,0.11,T2Q3,0.032,0.1833035610,0,2
T2Q4,0.11,T2Q4,0.038,0.1959752532,0,2
T2Q4,0.11,T2Q5,0.050,0.2211121811,0,2
T2Q4,0.11,T3Q1,0.025,0.1684319455,0,2
T2Q4,0.11,T3Q2,0.032,0.1833035610,0,2
T2Q4,0.11,T3Q3,0.040,0.2001837880,0,2
T2Q4,0.11,T3Q4,0.047,0.2148535807,0,2
T2Q4,0.11,T3Q5,0.062,0.2459775510,0,2
T2Q5,0.15,T1Q1,0.010,0.1493462788,1,1
T2Q5,0.15,T1Q2,0.013,0.1532011519,1,1
T2Q5,0.15,T1Q3,0.016,0.1570496731,1,1
T2Q5,0.15,T1Q4,0.019,0.1608918581,1,1
T2Q5,0.15,T1Q5,0.025,0.1685572823,1,1
T2Q5,0.15,T2Q1,0.020,0.1621711811,1,1
T2Q5,0.15,T2Q2,0.026,0.1705622944,0,2
T2Q5,0.15,T2Q3,0.032,0.1833035610,0,2
T2Q5,0.15,T2Q4,0.038,0.1959752532,0,2
T2Q5,0.15,T2Q5,0.050,0.2211121811,0,2
T2Q5,0.15,T3Q1,0.025,0.1685572823,1,1
T2Q5,0.15,T3Q2,0.032,0.1833035610,0,2
T2Q5,0.15,T3Q3,0.040,0.2001837880,0,2
T2Q5,0.15,T3Q4,0.047,0.2148535807,0,2
T2Q5,0.15,T3Q5,0.062,0.2459775510,0,2
T3Q1,0.10,T1Q1,0.010,0.1411813376,1,1
T3Q1,0.10,T1Q2,0.013,0.1448319890,1,1
T3Q1,0.10,T1Q3,0.016,0.1491706764,0,2
T3Q1,0.10,T1Q4,0.019,0.1556087818,0,2
T3Q1,0.10,T1Q5,0.025,0.1684319455,0,2
T3Q1,0.10,T2Q1,0.020,0.1577508785,0,2
T3Q1,0.10,T2Q2,0.026,0.1705622944,0,2
T3Q1,0.10,T2Q3,0.032,0.1833035610,0,2
T3Q1,0.10,T2Q4,0.038,0.1959752532,0,2
T3Q1,0.10,T2Q5,0.050,0.2211121811,0,2
T3Q1,0.10,T3Q1,0.025,0.1684319455,0,2
T3Q1,0.10,T3Q2,0.032,0.1833035610,0,2
T3Q1,0.10,T3Q3,0.040,0.2001837880,0,2
T3Q1,0.10,T3Q4,0.047,0.2148535807,0,2
T3Q1,0.10,T3Q5,0.062,0.2459775510,0,2
T3Q2,0.13,T1Q1,0.010,0.1460572097,1,1
T3Q2,0.13,T1Q2,0.013,0.1498299072,1,1
T3Q2,0.13,T1Q3,0.016,0.1535965251,1,1
T3Q2,0.13,T1Q4,0.019,0.1573570778,1,1
T3Q2,0.13,T1Q5,0.025,0.1684319455,0,2
T3Q2,0.13,T2Q1,0.020,0.1586092501,1,1
T3Q2,0.13,T2Q2,0.026,0.1705622944,0,2
T3Q2,0.13,T2Q3,0.032,0.1833035610,0,2
T3Q2,0.13,T2Q4,0.038,0.1959752532,0,2
T3Q2,0.13,T2Q5,0.050,0.2211121811,0,2
T3Q2,0.13,T3Q1,0.025,0.1684319455,0,2
T3Q2,0.13,T3Q2,0.032,0.1833035610,0,2
T3Q2,0.13,T3Q3,0.040,0.2001837880,0,2
T3Q2,0.13,T3Q4,0.047,0.2148535807,0,2
T3Q2,0.13,T3Q5,0.062,0.2459775510,0,2
T3Q3,0.16,T1Q1,0.010,0.1510025241,1,1
T3Q3,0.16,T1Q2,0.013,0.1548987312,1,1
T3Q3,0.16,T1Q3,0.016,0.1587884472,1,1
T3Q3,0.16,T1Q4,0.019,0.1626716884,1,1
T3Q3,0.16,T1Q5,0.025,0.1704188109,1,1
T3Q3,0.16,T2Q1,0.020,0.1639646661,1,1
T3Q3,0.16,T2Q2,0.026,0.1717074953,1,1
T3Q3,0.16,T2Q3,0.032,0.1833035610,0,2
T3Q3,0.16,T2Q4,0.038,0.1959752532,0,2
T3Q3,0.16,T2Q5,0.050,0.2211121811,0,2
T3Q3,0.16,T3Q1,0.025,0.1704188109,1,1
T3Q3,0.16,T3Q2,0.032,0.1833035610,0,2
T3Q3,0.16,T3Q3,0.040,0.2001837880,0,2
T3Q3,0.16,T3Q4,0.047,0.2148535807,0,2
T3Q3,0.16,T3Q5,0.062,0.2459775510,0,2
T3Q4,0.19,T1Q1,0.010,0.1560187752,1,1
T3Q4,0.19,T1Q2,0.013,0.1600399805,1,1
T3Q4,0.19,T1Q3,0.016,0.1640542645,1,1
T3Q4,0.19,T1Q4,0.019,0.1680616449,1,1
T3Q4,0.19,T1Q5,0.025,0.1760557661,1,1
T3Q4,0.19,T2Q1,0.020,0.1693959073,1,1
T3Q4,0.19,T2Q2,0.026,0.1773854517,1,1
T3Q4,0.19,T2Q3,0.032,0.1853476181,1,1
T3Q4,0.19,T2Q4,0.038,0.1959752532,0,2
T3Q4,0.19,T2Q5,0.050,0.2211121811,0,2
T3Q4,0.19,T3Q1,0.025,0.1760557661,1,1
T3Q4,0.19,T3Q2,0.032,0.1853476181,1,1
T3Q4,0.19,T3Q3,0.040,0.2001837880,0,2
T3Q4,0.19,T3Q4,0.047,0.2148535807,0,2
T3Q4,0.19,T3Q5,0.062,0.2459775510,0,2
T3Q5,0.25,T1Q1,0.010,0.1662702808,1,1
T3Q5,0.25,T1Q2,0.013,0.1705460546,1,1
T3Q5,0.25,T1Q3,0.016,0.1748139862,1,1
T3Q5,0.25,T1Q4,0.019,0.1790740969,1,1
T3Q5,0.25,T1Q5,0.025,0.1875709421,1,1
T3Q5,0.25,T2Q1,0.020,0.1804923996,1,1
T3Q5,0.25,T2Q2,0.026,0.1889840619,1,1
T3Q5,0.25,T2Q3,0.032,0.1974447264,1,1
T3Q5,0.25,T2Q4,0.038,0.2058745623,1,1
T3Q5,0.25,T2Q5,0.050,0.2226424203,1,1
T3Q5,0.25,T3Q1,0.025,0.1875709421,1,1
T3Q5,0.25,T3Q2,0.032,0.1974447264,1,1
T3Q5,0.25,T3Q3,0.040,0.2086776860,1,1
T3Q5,0.25,T3Q4,0.047,0.2184618804,1,1
T3Q5,0.25,T3Q5,0.062,0.2459775510,0,2
